word	sentence#	tag	pos	lemma
sömu	43	O	fbhfþ	sami
lögum	43	O	nhfþ	lag
.	43	O	.	.

Með	44	O	aþ	með
beiðni	44	O	nveþ	beiðni
,	44	O	,	,
dagsettri	44	O	lveþsf	dagsettur
8.	44	B-Date	ta	8.
maí	44	I-Date	nkeo	maí
2007	44	I-Date	ta	2007
,	44	O	,	,
beiddist	44	O	sfm3eþ	beiða
stefndi	44	O	lkenvf	stefndur
þess	44	O	fphee	það
að	44	O	c	að
dómkvaddir	44	O	lkfnsf	dómkvaddur
væru	44	O	svg3fþ	vera
matsmenn	44	O	nkfn	matsmaður
til	44	O	ae	til
að	44	O	cn	að
leggja	44	O	sng	leggja
mat	44	O	nheo	mat
á	44	O	ao	á
eftirfarandi	44	O	lheoof	eftirfarandi
:	44	O	:	:

«	45	O	«	«
1	45	O	ta	1
.	45	O	.	.

Tímabil	46	O	nheo	tímabil
frá	46	O	aþ	frá
því	46	O	fpheþ	það
tjón	46	O	nhen	tjón
varð	46	O	sfg3eþ	verða
þar	46	O	aa	þar
til	46	O	aa	til
ekki	46	O	aa	ekki
var	46	O	sfg3eþ	vera
að	46	O	cn	að
vænta	46	O	sng	vænta
frekari	46	O	lkeevm	frekur
bata	46	O	nkee	bati
,	46	O	,	,
þar	46	O	aa	þar
sem	46	O	c	sem
greint	46	O	sþghen	greina
skal	46	O	sfg3en	skulu
á	46	O	aa	á
milli	46	O	ae	milli
daga	46	O	nkfe	dagur
sem	46	O	ct	sem
matsþoli	46	O	nken	matsþoli
var	46	O	sfg3eþ	vera
rúmfastur	46	O	lkensf	rúmfastur
annars	46	O	fokee	annar
vegar	46	O	nkee	vegur
,	46	O	,	,
og	46	O	c	og
daga	46	O	nkfe	dagur
sem	46	O	ct	sem
hann	46	O	fpken	hann
var	46	O	sfg3eþ	vera
veikur	46	O	lkensf	veikur
án	46	O	ae	án
þess	46	O	fphee	það
að	46	O	cn	að
vera	46	O	sng	vera
rúmfastur	46	O	lkensf	rúmfastur
hins	46	O	fakee	hinn
vegar	46	O	nkee	vegur
,	46	O	,	,
sbr.	46	O	as	sbr.
3.	46	O	ta	3.
gr.	46	O	as	gr.
laganna	46	O	nhfeg	lag
.	46	O	.	.

2	47	O	ta	2
.	47	O	.	.

Varanlegan	48	O	lkeosf	varanlegur
miska	48	O	nkeo	miski
matsþola	48	O	nkee	matsþoli
,	48	O	,	,
sbr.	48	O	as	sbr.
4.	48	O	ta	4.
gr.	48	O	as	gr.
laganna	48	O	nhfeg	lag
.	48	O	.	.

3	49	O	ta	3
.	49	O	.	.

Varanlega	50	O	lveosf	varanlegur
örorku	50	O	nveo	örorka
matsþola	50	O	nkee	matsþoli
,	50	O	,	,
sbr.	50	O	as	sbr.
5.	50	O	ta	5.
gr.	50	O	as	gr.
laganna	50	O	nhfeg	lag
.	50	O	.	.

Jafnframt	51	O	aa	jafnframt
var	51	O	sfg3eþ	vera
,	51	O	,	,
í	51	O	aþ	í
samræmi	51	O	nheþ	samræmi
við	51	O	ao	við
framangreint	51	O	lheosf	framangreindur
,	51	O	,	,
óskað	51	O	sþghen	óska
að	51	O	c	að
matsmenn	51	O	nkfn	matsmaður
létu	51	O	svg3fþ	láta
í	51	O	ao	í
té	51	O	nheo	té
ítarlega	51	O	lveosf	ítarlegur
,	51	O	,	,
rökstudda	51	O	lveosf	rökstuddur
og	51	O	c	og
skriflega	51	O	lveosf	skriflegur
álitsgerð	51	O	nveo	álitsgerð
um	51	O	ao	um
eftirfarandi	51	O	lhfoof	eftirfarandi
atriði	51	O	nhfo	atriði
:	51	O	:	:

1	52	O	ta	1
.	52	O	.	.

Hefur	53	O	sfg3en	hafa
matsþoli	53	O	nken	matsþoli
ofnæmi	53	O	nheo	ofnæmi
fyrir	53	O	aþ	fyrir
«	53	O	«	«
dicyclohexylmethane-4	53	O	e	dicyclohexylmethane-4
,	53	O	,	,
4	53	O	ta	4
,	53	O	,	,
diisocyanate	53	O	e	diisocyanate
»	53	O	»	»
?	53	O	?	?

2	54	O	ta	2
.	54	O	.	.

Hefur	55	O	sfg3en	hafa
matsþoli	55	O	nken	matsþoli
ofnæmi	55	O	nheo	ofnæmi
fyrir	55	O	aþ	fyrir
epoxýefnum	55	O	nhfþ	epoxýefni
?	55	O	?	?

3	56	O	ta	3
.	56	O	.	.

Ef	57	O	c	ef
svarið	57	O	nheng	svar
við	57	O	aþ	við
spurningu	57	O	nveþ	spurning
1	57	O	ta	1
og	57	O	c	og
/	57	O	/	/
eða	57	O	c	eða
2	57	O	ta	2
er	57	O	sfg3en	vera
játandi	57	O	aa	játandi
,	57	O	,	,
á	57	O	aþ	á
hvaða	57	O	fsheþ	hvaða
tímamarki	57	O	nheþ	tímamark
má	57	O	sfg3en	mega
telja	57	O	sng	telja
líklegt	57	O	lheosf	líklegur
að	57	O	c	að
matsþoli	57	O	nken	matsþoli
hafi	57	O	svg3en	hafa
þróað	57	O	ssg	þróa
ofnæmisvakann	57	O	nkeog	ofnæmisvaki
?	57	O	?	?

4	58	O	ta	4
.	58	O	.	.

Eru	59	O	sfg3fn	vera
óyggjandi	59	O	lhfnof	óyggjandi
tengsl	59	O	nhfn	tengsl
(	59	O	(	(
kross-ofnæmi	59	O	nhen	krossofnæmi
)	59	O	)	)
talin	59	O	sþghfn	telja
vera	59	O	sng	vera
á	59	O	aa	á
milli	59	O	ae	milli
ofnæmis	59	O	nhee	ofnæmi
fyrir	59	O	aþ	fyrir
isocyanötum	59	O	nhfþ	isocyanat
annars	59	O	fokee	annar
vegar	59	O	nkee	vegur
og	59	O	c	og
epoxýefnum	59	O	nhfþ	epoxýefni
hins	59	O	fakee	hinn
vegar	59	O	nkee	vegur
?	59	O	?	?
»	59	O	»	»

Já	60	O	au	já
,	60	O	,	,
svo	60	O	aa	svo
sterkur	60	O	lkensf	sterkur
að	60	O	c	að
ekkert	60	O	fohen	enginn
fær	60	O	sfg3en	fá
slitið	60	O	ssg	slíta
hann	60	O	fpkeo	hann
.	60	O	.	.

Þótt	61	O	c	þótt
dauðinn	61	O	nkeng	dauði
virðist	61	O	svm3en	virða
höggva	61	O	sng	höggva
á	61	O	ao	á
hann	61	O	fpkeo	hann
þá	61	O	aa	þá
er	61	O	sfg3en	vera
svo	61	O	aa	svo
ekki	61	O	aa	ekki
.	61	O	.	.

Því	62	O	fpheþ	það
dauðinn	62	O	nkeng	dauði
er	62	O	sfg3en	vera
ekki	62	O	aa	ekki
annað	62	O	fohen	annar
en	62	O	c	en
sem	62	O	c	sem
dimmt	62	O	lhensf	dimmur
og	62	O	c	og
þungt	62	O	lhensf	þungur
ský	62	O	nhen	ský
á	62	O	aþ	á
himni	62	O	nkeþ	himinn
lífsins	62	O	nheeg	líf
sem	62	O	ct	sem
hrekst	62	O	sfm3en	hrekja
fyrr	62	O	aam	fyrr
eða	62	O	c	eða
síðar	62	O	aam	síðar
undan	62	O	aþ	undan
þeirri	62	O	faveþ	sá
heitu	62	O	lveþvf	heitur
sól	62	O	nveþ	sól
sem	62	O	ct	sem
Guð	62	B-Person	nken-s	Guð
lætur	62	O	sfg3en	láta
skína	62	O	sng	skína
á	62	O	ao	á
okkur	62	O	fp1fo	ég
hverja	62	O	foveo	hver
stund	62	O	nveo	stund
og	62	O	c	og
gildir	62	O	sfg3en	gilda
einu	62	O	foheþ	einn
hvort	62	O	c	hvort
við	62	O	fp1fn	ég
sjáum	62	O	sfg1fn	sjá
hana	62	O	fpveo	hún
eða	62	O	c	eða
ekki	62	O	aa	ekki
.	62	O	.	.

Hún	63	O	fpven	hún
er	63	O	sfg3en	vera
þarna	63	O	aa	þarna
eins	63	O	aa	eins
og	63	O	c	og
óþrjótandi	63	O	lkenof	óþrjótandi
eldsneytistankur	63	O	nken	eldsneytistankur
lífríkisins	63	O	nheeg	lífríki
.	63	O	.	.

Okkur	64	O	fp1fþ	ég
er	64	O	sfg3en	vera
nóg	64	O	lhensf	nógur
að	64	O	cn	að
finna	64	O	sng	finna
yl	64	O	nkeo	ylur
hennar	64	O	fpvee	hún
.	64	O	.	.

Sumarið	65	O	nheng	sumar
býður	65	O	sfg3en	bjóða
okkur	65	O	fp1fþ	ég
fylgd	65	O	nveo	fylgd
út	65	O	aa	út
í	65	O	ao	í
ævintýri	65	O	nhfo	ævintýri
ævintýranna	65	O	nhfeg	ævintýri
:	65	O	:	:
Lífið	65	O	nheng	líf
tekur	65	O	sfg3en	taka
að	65	O	aþ	að
sönnu	65	O	lheþsf	sannur
ótrúlegum	65	O	lvfþsf	ótrúlegur
breytingum	65	O	nvfþ	breyting
og	65	O	c	og
sumar	65	O	fovfn	sumur
ganga	65	O	sfg3fn	ganga
undrahratt	65	O	aa	undrahratt
fyrir	65	O	ao	fyrir
sig	65	O	fpvfo	sig
en	65	O	c	en
aðrar	65	O	fovfn	annar
svo	65	O	aa	svo
hægt	65	O	aa	hægt
að	65	O	c	að
við	65	O	fp1fn	ég
sjáum	65	O	sfg1fn	sjá
þær	65	O	fpvfo	hún
aldrei	65	O	aa	aldrei
heldur	65	O	aam	heldur
aðeins	65	O	aa	aðeins
það	65	O	faheo	sá
sem	65	O	ct	sem
er	65	O	sfg3en	vera
.	65	O	.	.

Já	66	O	au	já
,	66	O	,	,
það	66	O	fahen	sá
sem	66	O	ct	sem
er	66	O	sfg3en	vera
í	66	O	aþ	í
þeirri	66	O	faveþ	sá
andrá	66	O	nveþ	andrá
sem	66	O	ct	sem
þýtur	66	O	sfg3en	þjóta
sem	66	O	c	sem
blær	66	O	nken	blær
í	66	O	aþ	í
trjánum	66	O	nhfþg	tré
og	66	O	c	og
fullkomnar	66	O	sfg3en	fullkomna
stundina	66	O	nveog	stund
sem	66	O	ct	sem
líður	66	O	sfg3en	líða
eins	66	O	aa	eins
og	66	O	c	og
kúnstpásan	66	O	nveng	kúnstpása
í	66	O	aþ	í
tónverkinu	66	O	nheþg	tónverk
eða	66	O	c	eða
punktur	66	O	nken	punktur
fyrir	66	O	ao	fyrir
aftan	66	O	aa	aftan
eina	66	O	foveo	einn
af	66	O	aþ	af
mörgum	66	O	lvfþsf	margur
ódauðlegum	66	O	lvfþsf	ódauðlegur
setningum	66	O	nvfþ	setning
í	66	O	aþ	í
Njálssögu	66	B-Miscellaneous	nveþ-s	Njálssaga
.	66	O	.	.

Það	67	O	fphen	það
er	67	O	sfg3en	vera
þessi	67	O	faven	þessi
stund	67	O	nven	stund
sem	67	O	ct	sem
er	67	O	sfg3en	vera
nánast	67	O	aae	náið
flogin	67	O	sþgven	fljúga
áður	67	O	aa	áður
en	67	O	c	en
hún	67	O	fpven	hún
sest	67	O	sfm3en	setja
-	67	O	-	-
starfsöm	67	O	lvensf	starfsamur
stund	67	O	nven	stund
veraldar	67	O	nvee	veröld
sem	67	O	ct	sem
hvílist	67	O	sfm3en	hvíla
í	67	O	aþ	í
háttbundnum	67	O	lkeþsf	háttbundinn
takti	67	O	nkeþ	taktur
:	67	O	:	:
Það	67	O	fphen	það
er	67	O	sfg3en	vera
hjartsláttur	67	O	nken	hjartsláttur
skaparans	67	O	nkeeg	skapari
.	67	O	.	.

Og	68	O	c	og
manneskjan	68	O	nveng	manneskja
er	68	O	sfg3en	vera
í	68	O	aþ	í
heiminum	68	O	nkeþg	heimur
.	68	O	.	.

Hún	69	O	fpven	hún
er	69	O	sfg3en	vera
og	69	O	aa	og
aldrei	69	O	aa	aldrei
eins	69	O	aa	eins
og	69	O	c	og
mitt	69	O	aa	mitt
í	69	O	aþ	í
kröftugum	69	O	lkeþsf	kröftugur
gróanda	69	O	nkeþ	gróandi
lífsins	69	O	nheeg	líf
þar	69	O	aa	þar
sem	69	O	c	sem
skaparinn	69	O	nkeng	skapari
syngur	69	O	sfg3en	syngja
af	69	O	aþ	af
lífs	69	O	nhee	líf
og	69	O	c	og
sálar	69	O	nvee	sál
kröftum	69	O	nkfþ	kraftur
og	69	O	c	og
kallar	69	O	sfg3en	kalla
okkur	69	O	fp1fo	ég
fram	69	O	aa	fram
á	69	O	ao	á
vettvang	69	O	nkeo	vettvangur
dagsins	69	O	nkeeg	dagur
.	69	O	.	.

Skynjar	70	O	sfg3en	skynja
dynjandi	70	O	lkeoof	dynjandi
æðaslátt	70	O	nkeo	æðasláttur
andartaksins	70	O	nheeg	andartak
hvort	70	O	c	hvort
heldur	70	O	aam	heldur
í	70	O	aþ	í
sjálfri	70	O	fbveþ	sjálfur
sér	70	O	fpveþ	sig
eða	70	O	c	eða
brakandi	70	O	lkfþof	brakandi
sem	70	O	aa	sem
og	70	O	c	og
mjúkum	70	O	lkfþsf	mjúkur
stönglum	70	O	nkfþ	stöngull
blóma	70	O	nhfe	blóm
og	70	O	c	og
annarra	70	O	fovfe	annar
jurta	70	O	nvfe	jurt
.	70	O	.	.

Í	71	O	aþ	í
miðju	71	O	nveþ	miðja
lífsins	71	O	nheeg	líf
,	71	O	,	,
miðju	71	O	nveþ	miðja
veraldar	71	O	nvee	veröld
svo	71	O	aa	svo
að	71	O	cn	að
segja	71	O	sng	segja
,	71	O	,	,
já	71	O	au	já
,	71	O	,	,
þar	71	O	aa	þar
sem	71	O	c	sem
lífsins	71	O	nheeg	líf
tré	71	O	nhen	tré
stendur	71	O	sfg3en	standa
í	71	O	aþ	í
miðjum	71	O	lkeþsf	miður
garðinum	71	O	nkeþg	garður
.	71	O	.	.

Lykilorðið	72	O	nheng	lykilorð
er	72	O	sfg3en	vera
ekki	72	O	aa	ekki
falið	72	O	sþghen	fela
djúpt	72	O	aa	djúpt
í	72	O	aþ	í
huga	72	O	nkeþ	hugi
manneskjunnar	72	O	nveeg	manneskja
svo	72	O	aa	svo
enginn	72	O	foken	enginn
óvelkominn	72	O	lkensf	óvelkominn
stingi	72	O	svg3en	stinga
plastkorti	72	O	nheþ	plastkort
í	72	O	ao	í
harðleita	72	O	lveosf	harðleitur
rauf	72	O	nveo	rauf
hraðbankans	72	O	nkeeg	hraðbanki
og	72	O	c	og
sópi	72	O	svg3en	sópa
út	72	O	aa	út
af	72	O	aþ	af
reikningnum	72	O	nkeþg	reikningur
heldur	72	O	c	heldur
er	72	O	sfg3en	vera
það	72	O	fphen	það
auglýst	72	O	sþghen	auglýsa
í	72	O	aþ	í
heyranda	72	O	nkeþ	heyrandi
hljóði	72	O	nheþ	hljóð
:	72	O	:	:
Jesús	72	B-Person	nken-s	Jesús
Kristur	72	I-Person	nken-s	Kristur
.	72	O	.	.

Hann	73	O	fpken	hann
er	73	O	sfg3en	vera
græðandi	73	O	lvenof	græðandi
hönd	73	O	nven	hönd
Guðs	73	B-Person	nkee-s	Guð
sem	73	O	ct	sem
hlúir	73	O	sfg3en	hlúa
að	73	O	aþ	að
öllu	73	O	foheþ	allur
lífi	73	O	nheþ	líf
í	73	O	aþ	í
mannlífsgarðinum	73	O	nkeþg	mannlífsgarður
,	73	O	,	,
sáir	73	O	sfg3en	sá
og	73	O	c	og
stingur	73	O	sfg3en	stinga
upp	73	O	aa	upp
,	73	O	,	,
plægir	73	O	sfg3en	plægja
og	73	O	c	og
umbyltir	73	O	sfg3en	umbylta
.	73	O	.	.

Flytur	74	O	sfg3en	flytja
tré	74	O	nheo	tré
úr	74	O	aþ	úr
ófrjósömum	74	O	lkeþsf	ófrjósamur
jarðvegi	74	O	nkeþ	jarðvegur
yfir	74	O	aa	yfir
í	74	O	ao	í
lifandi	74	O	lveoof	lifandi
mold	74	O	nveo	mold
til	74	O	ae	til
þess	74	O	fphee	það
að	74	O	c	að
það	74	O	fphen	það
dafni	74	O	svg3en	dafna
.	74	O	.	.

Strýkur	75	O	sfg3en	strjúka
okkur	75	O	fp1fþ	ég
um	75	O	ao	um
lúinn	75	O	lkeosf	lúinn
vanga	75	O	nkeo	vangi
og	75	O	c	og
þerrar	75	O	sfg3en	þerra
tár	75	O	nhfo	tár
af	75	O	aþ	af
hvarmi	75	O	nkeþ	hvarmur
.	75	O	.	.

Vökvar	76	O	sfg3en	vökva
sálina	76	O	nveog	sál
með	76	O	aþ	með
andlegum	76	O	lvfþsf	andlegur
gróðrarskúrum	76	O	nvfþ	gróðrarskúr
svo	76	O	aa	svo
hún	76	O	fpven	hún
rís	76	O	sfg3en	rísa
upp	76	O	aa	upp
til	76	O	ae	til
lífsins	76	O	nheeg	líf
.	76	O	.	.

Tekur	77	O	sfg3en	taka
í	77	O	ao	í
litla	77	O	lveosf	lítill
hönd	77	O	nveo	hönd
okkar	77	O	fp1fe	ég
og	77	O	c	og
leiðir	77	O	sfg3en	leiða
inn	77	O	aa	inn
í	77	O	ao	í
lífið	77	O	nheog	líf
.	77	O	.	.

Opnar	78	O	sfg3en	opna
augu	78	O	nhfo	auga
okkar	78	O	fp1fe	ég
og	78	O	c	og
fyllir	78	O	sfg3en	fylla
hugann	78	O	nkeog	hugi
af	78	O	aþ	af
bjartsýnni	78	O	lveþsf	bjartsýnn
von	78	O	nveþ	von
sem	78	O	ct	sem
segir	78	O	sfg3en	segja
okkur	78	O	fp1fþ	ég
að	78	O	c	að
sumar	78	O	nhen	sumar
lífsins	78	O	nheeg	líf
sé	78	O	svg3en	vera
komið	78	O	sþghen	koma
,	78	O	,	,
já	78	O	au	já
hið	78	O	ghen	hinn
eilífa	78	O	lhenvf	eilífur
sumar	78	O	nhen	sumar
.	78	O	.	.

29/06/2006	79	B-Date	ta	29/06/2006

Hvað	80	O	fsheo	hver
þýðir	80	O	sfg3en	þýða
það	80	O	fphen	það
að	80	O	cn	að
vera	80	O	sng	vera
kristin	80	O	lvensf	kristinn
manneskja	80	O	nven	manneskja
?	80	O	?	?

Aldrei	81	O	aa	aldrei
sem	81	O	c	sem
nú	81	O	aa	nú
hafa	81	O	sfg3fn	hafa
jafn	81	O	aa	jafn
margar	81	O	lvfnsf	margur
hugmyndir	81	O	nvfn	hugmynd
og	81	O	c	og
skoðanir	81	O	nvfn	skoðun
verið	81	O	ssg	vera
uppi	81	O	aa	uppi
um	81	O	ao	um
lífið	81	O	nheog	líf
og	81	O	c	og
tilveruna	81	O	nveog	tilvera
.	81	O	.	.

Samtími	82	O	nken	samtími
okkar	82	O	fp1fe	ég
er	82	O	sfg3en	vera
nánast	82	O	aae	náið
sem	82	O	ct	sem
hlaðið	82	O	lhensf	hlaðinn
borð	82	O	nhen	borð
í	82	O	aþ	í
samkvæmi	82	O	nheþ	samkvæmi
lífsins	82	O	nheeg	líf
er	82	O	ct	er
svignar	82	O	sfg3en	svigna
undan	82	O	aþ	undan
girnilegum	82	O	lvfþsf	girnilegur
hugmyndum	82	O	nvfþ	hugmynd
og	82	O	c	og
erfitt	82	O	lhensf	erfiður
getur	82	O	sfg3en	geta
verið	82	O	ssg	vera
að	82	O	cn	að
neita	82	O	sng	neita
sér	82	O	fpkeþ	sig
um	82	O	ao	um
að	82	O	cn	að
smakka	82	O	sng	smakka
á	82	O	aþ	á
þeim	82	O	fpvfþ	hún
.	82	O	.	.

Nýir	83	O	lkfnsf	nýr
réttir	83	O	nkfn	réttur
eru	83	O	sfg3fn	vera
alltaf	83	O	aa	alltaf
spennandi	83	O	lkfnof	spennandi
í	83	O	aþ	í
augum	83	O	nhfþ	auga
margra	83	O	lkfesf	margur
þó	83	O	aa	þó
aðrir	83	O	fokfn	annar
kjósi	83	O	svg3fn	kjósa
fremur	83	O	aam	fremur
það	83	O	faheo	sá
sem	83	O	ct	sem
þeir	83	O	fpkfn	hann
kannast	83	O	sfm3fn	kanna
við	83	O	aa	við
og	83	O	c	og
vita	83	O	sfg3fn	vita
af	83	O	aþ	af
reynslu	83	O	nveþ	reynsla
að	83	O	c	að
það	83	O	fphen	það
fer	83	O	sfg3en	fara
vel	83	O	aa	vel
í	83	O	ao	í
hugmyndamaga	83	O	nkeo	hugmyndamagi
þeirra	83	O	fpkfe	hann
.	83	O	.	.

Einn	84	O	tfken	einn
af	84	O	aþ	af
þeim	84	O	fakfþ	sá
réttum	84	O	nkfþ	réttur
sem	84	O	ct	sem
er	84	O	sfg3en	vera
á	84	O	aþ	á
borðum	84	O	nhfþ	borð
okkar	84	O	fp1fe	ég
er	84	O	sfg3en	vera
kristin	84	O	lvensf	kristinn
trú	84	O	nven	trú
og	84	O	c	og
kannski	84	O	aa	kannski
ekki	84	O	aa	ekki
svo	84	O	aa	svo
ólík	84	O	lvensf	ólíkur
heitu	84	O	lheþsf	heitur
flatbrauði	84	O	nheþ	flatbrauð
með	84	O	aþ	með
feitu	84	O	lheþsf	feitur
hangikjöti	84	O	nheþ	hangikjöt
-	84	O	-	-
eða	84	O	c	eða
harðfiski	84	O	nkeþ	harðfiskur
.	84	O	.	.

Eitthvað	85	O	fohen	einhver
sem	85	O	ct	sem
stendur	85	O	sfg3en	standa
alltaf	85	O	aa	alltaf
fyrir	85	O	aþ	fyrir
sínu	85	O	feheþ	sinn
.	85	O	.	.

Stundum	86	O	aa	stundum
er	86	O	sfg3en	vera
sagt	86	O	sþghen	segja
að	86	O	c	að
kristin	86	O	lvensf	kristinn
trú	86	O	nven	trú
standi	86	O	svg3en	standa
höllum	86	O	lkeþsf	hallur
fæti	86	O	nkeþ	fótur
í	86	O	aþ	í
hugmyndaflaumi	86	O	nkeþ	hugmyndaflaumur
samtímans	86	O	nkeeg	samtími
.	86	O	.	.

Hún	87	O	fpven	hún
sé	87	O	svg3en	vera
nánast	87	O	aae	náið
hliðarréttur	87	O	nken	hliðarréttur
á	87	O	aþ	á
allsnægtaborði	87	O	nheþ	allsnægtaborð
Vesturlandabúans	87	B-Miscellaneous	nkeegs	Vesturlandabúi
sem	87	O	ct	sem
hverfi	87	O	svg3en	hverfa
í	87	O	ao	í
skuggann	87	O	nkeog	skuggi
af	87	O	aþ	af
nýstárlegum	87	O	lkfþsf	nýstárlegur
réttum	87	O	nkfþ	réttur
og	87	O	c	og
frumlegum	87	O	lkfþsf	frumlegur
.	87	O	.	.

Hún	88	O	fpven	hún
sé	88	O	svg3en	vera
fyrst	88	O	aae	fyrr
og	88	O	c	og
fremst	88	O	aae	fremur
bundin	88	O	sþgven	binda
við	88	O	ao	við
kirkjulegar	88	O	lvfosf	kirkjulegur
athafnir	88	O	nvfo	athöfn
og	88	O	c	og
hátíðir	88	O	nvfo	hátíð
-	88	O	-	-
já	88	O	au	já
,	88	O	,	,
sé	88	O	svg3en	vera
bara	88	O	aa	bara
eins	88	O	aa	eins
og	88	O	c	og
hangiketsflatbrauðið	88	O	nheng	hangiketsflatbrauð
góða	88	O	lhenvf	góður
sem	88	O	ct	sem
er	88	O	sfg3en	vera
ómissandi	88	O	lhenof	ómissandi
í	88	O	aþ	í
öllum	88	O	fovfþ	allur
veislum	88	O	nvfþ	veisla
.	88	O	.	.

Fólk	89	O	nhen	fólk
leiði	89	O	svg3en	leiða
hugann	89	O	nkeog	hugi
almennt	89	O	aa	almennt
sjaldan	89	O	aa	sjaldan
til	89	O	ae	til
kristinnar	89	O	lveesf	kristinn
trúar	89	O	nvee	trú
.	89	O	.	.

Í	90	O	aþ	í
því	90	O	faheþ	sá
sambandi	90	O	nheþ	samband
er	90	O	sfg3en	vera
bent	90	O	sþghen	benda
á	90	O	ao	á
að	90	O	c	að
margt	90	O	lhensf	margur
í	90	O	aþ	í
sögu	90	O	nveþ	saga
Jesú	90	B-Person	nkee-s	Jesús
Krists	90	I-Person	nkee-s	Kristur
sé	90	O	svg3en	vera
á	90	O	aþ	á
reiki	90	O	nheþ	reik
hjá	90	O	aþ	hjá
fólki	90	O	nheþ	fólk
enda	90	O	aa	enda
þótt	90	O	c	þótt
það	90	O	fphen	það
lumi	90	O	svg3en	luma
á	90	O	aþ	á
einstaka	90	O	lkeþof	einstaka
sögubita	90	O	nkeþ	sögubiti
sem	90	O	ct	sem
snertir	90	O	sfg3en	snerta
líf	90	O	nheo	líf
hans	90	O	fpkee	hann
og	90	O	c	og
starf	90	O	nheo	starf
.	90	O	.	.

Flestir	91	O	lkfnse	margur
hafa	91	O	sfg3fn	hafa
þó	91	O	aa	þó
skoðun	91	O	nveo	skoðun
á	91	O	aþ	á
meistaranum	91	O	nkeþg	meistari
frá	91	O	aþ	frá
Nasaret	91	B-Location	e	Nasaret
og	91	O	c	og
telja	91	O	sfg3fn	telja
áhrif	91	O	nhfo	áhrif
hans	91	O	fpkee	hann
á	91	O	ao	á
heiminn	91	O	nkeog	heimur
jákvæð	91	O	lhfosf	jákvæður
og	91	O	c	og
er	91	O	sfg3en	vera
þá	91	O	aa	þá
einkum	91	O	aa	einkum
horft	91	O	sþghen	horfa
til	91	O	ae	til
þess	91	O	fakee	sá
siðferðisboðskapar	91	O	nkee	siðferðisboðskapur
sem	91	O	ct	sem
byggður	91	O	sþgken	byggja
er	91	O	sfg3en	vera
á	91	O	aþ	á
orðum	91	O	nhfþ	orð
hans	91	O	fpkee	hann
.	91	O	.	.

Þegar	92	O	c	þegar
vindar	92	O	nkfn	vindur
ýmissa	92	O	fohfe	ýmis
lífsviðhorfa	92	O	nhfe	lífsviðhorf
blása	92	O	sfg3fn	blása
um	92	O	ao	um
kinnar	92	O	nvfo	kinn
okkar	92	O	fp1fe	ég
kunnum	92	O	sfg1fn	kunna
við	92	O	fp1fn	ég
að	92	O	cn	að
spyrja	92	O	sng	spyrja
um	92	O	ao	um
þýðingu	92	O	nveo	þýðing
kristinnar	92	O	lveesf	kristinn
trúar	92	O	nvee	trú
fyrir	92	O	ao	fyrir
okkur	92	O	fp1fo	ég
.	92	O	.	.

Hvað	93	O	fshen	hver
það	93	O	fphen	það
sé	93	O	svg3en	vera
sem	93	O	ct	sem
geri	93	O	svg3en	gera
okkur	93	O	fp1fo	ég
að	93	O	aþ	að
kristnum	93	O	lvfþsf	kristinn
manneskjum	93	O	nvfþ	manneskja
og	93	O	c	og
hvers	93	O	fshee	hver
vegna	93	O	ae	vegna
við	93	O	fp1fn	ég
köllum	93	O	svg1fn	kalla
okkur	93	O	fp1fo	ég
kristin	93	O	lhfosf	kristinn
.	93	O	.	.

Kristin	94	O	lvensf	kristinn
trú	94	O	nven	trú
er	94	O	sfg3en	vera
á	94	O	ao	á
vissan	94	O	lkeosf	viss
hátt	94	O	nkeo	háttur
mjög	94	O	aa	mjög
ólík	94	O	lvensf	ólíkur
ýmsum	94	O	fokfþ	ýmis
skyndibitum	94	O	nkfþ	skyndibiti
þeirra	94	O	fahfe	sá
lífsviðhorfa	94	O	nhfe	lífsviðhorf
sem	94	O	ct	sem
okkur	94	O	fp1fþ	ég
er	94	O	sfg3en	vera
boðið	94	O	sþghen	bjóða
að	94	O	cn	að
narta	94	O	sng	narta
í	94	O	aa	í
sem	94	O	aa	sem
og	94	O	c	og
hinum	94	O	gkfþ	hinn
flóknari	94	O	lkfþvm	flókinn
réttum	94	O	nkfþ	réttur
með	94	O	aþ	með
kryddi	94	O	nheþ	krydd
sem	94	O	ct	sem
fæst	94	O	sfm3en	fá
aðeins	94	O	aa	aðeins
í	94	O	aþ	í
einni	94	O	tfveþ	einn
verslun	94	O	nveþ	verslun
.	94	O	.	.

Þegar	95	O	c	þegar
við	95	O	fp1fn	ég
reynum	95	O	sfg1fn	reyna
að	95	O	cn	að
skilja	95	O	sng	skilja
okkur	95	O	fp1fo	ég
sjálf	95	O	fbhfo	sjálfur
sem	95	O	ct	sem
kristnar	95	O	lvfosf	kristinn
manneskur	95	O	x	manneskja
í	95	O	aþ	í
erlilsömum	95	O	lkeþsf	erlilsamur
samtímanum	95	O	nkeþg	samtími
leitar	95	O	sfg3en	leita
hugurinn	95	O	nkeng	hugur
til	95	O	ae	til
löngu	95	O	lheþsf	langur
liðins	95	O	lkeesf	liðinn
tíma	95	O	nkee	tími
.	95	O	.	.

Leitar	96	O	sfg3en	leita
til	96	O	ae	til
